Invoice_ID,Date,Product,Category,Region,Customer,Units_Sold,Unit_Price,Discount,Payment_Method,Salesperson,Sales,Cost,Profit,Month,Quarter,Year
INV-021331,2021-03-29,Product_46,Electronics,East,Customer_330,35,256.0,0.01,Credit Card,Salesperson_71,8870.4,5841.0,3029.4,3,1,2021
INV-005659,2022-10-09,Product_25,Toys,Central,Customer_65,17,216.89,0.17,PayPal,Salesperson_89,3060.32,1686.06,1374.26,10,4,2022
INV-025112,2019-12-28,Product_23,Toys,Central,Customer_450,21,79.14,0.03,PayPal,Salesperson_30,1612.08,881.18,730.9,12,4,2019
INV-047524,2022-02-25,Product_20,Clothing,Central,Customer_363,23,278.23,0.03,Bank Transfer,Salesperson_12,6207.31,3831.36,2375.95,2,1,2022
INV-012820,2022-04-01,Product_2,Toys,Central,Customer_326,13,230.77,0.23,Cash,Salesperson_28,2310.01,1821.44,488.57,4,2,2022
INV-024122,2019-10-28,Product_30,Home & Garden,Central,Customer_414,3,146.61,0.26,Debit Card,Salesperson_42,325.47,248.72,76.75,10,4,2019
INV-008723,2018-10-17,Product_13,Electronics,East,Customer_833,46,150.31,0.06,Cash,Salesperson_49,6499.4,4639.28,1860.12,10,4,2018
INV-037995,2018-03-01,Product_35,Toys,Central,Customer_359,12,14.84,0.25,Bank Transfer,Salesperson_10,133.56,113.4,20.16,3,1,2018
INV-041935,2022-02-23,Product_36,Electronics,North,Customer_393,4,48.68,0.19,Cash,Salesperson_94,157.72,102.95,54.77,2,1,2022
INV-014382,2018-02-03,Product_43,Home & Garden,East,Customer_654,21,101.51,0.27,PayPal,Salesperson_60,1556.15,1115.34,440.81,2,1,2018
INV-010829,2020-08-02,Product_4,Toys,West,Customer_772,4,293.59,0.25,Credit Card,Salesperson_59,880.77,686.94,193.83,8,3,2020
INV-004225,2020-08-26,Product_1,Clothing,West,Customer_744,33,312.06,0.16,Credit Card,Salesperson_80,8650.3,4169.81,4480.49,8,3,2020
INV-006143,2018-02-13,Product_25,Home & Garden,West,Customer_413,10,346.13,0.2,Debit Card,Salesperson_40,2769.04,1856.67,912.37,2,1,2018
INV-011667,2021-05-27,Product_1,Home & Garden,North,Customer_677,29,422.81,0.23,Credit Card,Salesperson_61,9441.35,5231.74,4209.61,5,2,2021
INV-011187,2020-12-19,Product_13,Clothing,East,Customer_699,15,442.0,0.19,Debit Card,Salesperson_37,5370.3,4543.56,826.74,12,4,2020
INV-036570,2020-10-20,Product_28,Toys,West,Customer_534,8,331.95,0.12,PayPal,Salesperson_18,2336.93,1571.76,765.17,10,4,2020
INV-042809,2018-03-29,Product_26,Toys,North,Customer_949,39,24.1,0.28,Debit Card,Salesperson_27,676.73,471.37,205.36,3,1,2018
INV-046096,2020-02-13,Product_32,Toys,North,Customer_101,21,145.58,0.16,Credit Card,Salesperson_37,2568.03,1844.99,723.04,2,1,2020
INV-033391,2018-03-14,Product_4,Clothing,East,Customer_630,32,337.66,0.13,PayPal,Salesperson_50,9400.45,4589.2,4811.25,3,1,2018
INV-030425,2019-10-24,Product_48,Toys,South,Customer_609,44,448.68,0.27,Cash,Salesperson_69,14411.6,12598.48,1813.12,10,4,2019
INV-025163,2021-08-27,Product_48,Electronics,South,Customer_637,39,79.97,0.29,Bank Transfer,Salesperson_53,2214.37,1970.97,243.4,8,3,2021
INV-042251,2022-11-22,Product_17,Home & Garden,North,Customer_271,10,395.77,0.28,Bank Transfer,Salesperson_83,2849.54,2632.09,217.45,11,4,2022
INV-041177,2020-11-24,Product_38,Sports,Central,Customer_187,30,250.4,0.22,Cash,Salesperson_26,5859.36,4980.53,878.83,11,4,2020
INV-007687,2022-12-25,Product_28,Clothing,West,Customer_241,15,249.45,0.26,,Salesperson_54,2768.9,2045.49,723.41,12,4,2022
INV-009940,2020-09-18,Product_19,Clothing,South,Customer_54,7,373.93,0.2,Bank Transfer,Salesperson_99,2094.01,1197.89,896.12,9,3,2020
INV-007267,2022-05-01,Product_22,Electronics,Central,Customer_242,33,82.99,0.05,PayPal,Salesperson_85,2601.74,1493.98,1107.76,5,2,2022
INV-028038,2019-08-21,Product_3,Home & Garden,West,Customer_180,42,433.18,0.0,Debit Card,Salesperson_93,18193.56,10768.13,7425.43,8,3,2019
INV-046307,2022-08-10,Product_19,Clothing,South,Customer_53,12,245.06,0.12,Cash,Salesperson_77,2587.83,1352.09,1235.74,8,3,2022
INV-043949,2021-05-05,Product_14,Sports,East,Customer_705,37,68.05,0.01,PayPal,Salesperson_13,2492.67,1415.65,1077.02,5,2,2021
INV-039596,2018-07-30,Product_3,Toys,West,Customer_128,43,191.85,0.0,Cash,Salesperson_2,8249.55,3630.53,4619.02,7,3,2018
INV-000338,2020-06-07,Product_44,Sports,Central,Customer_672,48,486.81,0.3,Debit Card,Salesperson_50,16356.82,10484.38,5872.44,6,2,2020
INV-032957,2021-03-22,Product_10,Electronics,East,Customer_457,32,84.62,0.11,Credit Card,Salesperson_56,2409.98,1753.62,656.36,3,1,2021
INV-004129,2020-11-08,Product_22,Sports,West,Customer_77,3,35.84,0.03,PayPal,Salesperson_43,104.29,60.32,43.97,11,4,2020
INV-046611,2020-10-20,Product_50,Home & Garden,Central,Customer_798,6,118.71,0.03,Bank Transfer,Salesperson_79,690.89,470.87,220.02,10,4,2020
INV-006457,2018-03-24,Product_4,Clothing,Central,Customer_137,13,292.62,0.29,Debit Card,Salesperson_65,2700.88,2274.5,426.38,3,1,2018
INV-007239,2020-10-14,Product_47,Toys,West,Customer_11,17,284.06,0.18,Cash,Salesperson_20,3959.8,2988.71,971.09,10,4,2020
INV-049061,2020-07-12,Product_48,Toys,Central,Customer_226,43,305.56,0.14,Bank Transfer,Salesperson_19,11299.61,6689.11,4610.5,7,3,2020
INV-017971,2021-07-07,Product_9,Home & Garden,North,Customer_708,29,421.75,0.01,Debit Card,Salesperson_44,12108.44,6560.06,5548.38,7,3,2021
INV-049103,2021-05-06,Product_42,Toys,West,Customer_111,26,437.44,0.23,Cash,Salesperson_10,8757.55,7871.84,885.71,5,2,2021
INV-037249,2022-05-26,Product_8,Home & Garden,West,Customer_163,23,120.85,0.1,Bank Transfer,Salesperson_74,2501.59,1665.17,836.42,5,2,2022
INV-040151,2019-12-25,Product_2,Clothing,Central,Customer_902,26,134.82,0.14,Debit Card,Salesperson_30,3014.58,1934.37,1080.21,12,4,2019
INV-030377,2018-02-25,Product_11,Electronics,Central,Customer_425,35,127.04,0.11,Credit Card,Salesperson_92,3957.3,1858.02,2099.28,2,1,2018
INV-021254,2018-01-28,Product_36,Home & Garden,East,Customer_146,28,24.49,0.22,Bank Transfer,Salesperson_46,534.86,400.34,134.52,1,1,2018
INV-025845,2021-12-20,Product_8,Clothing,West,Customer_56,43,67.59,0.21,Bank Transfer,Salesperson_59,2296.03,1878.24,417.79,12,4,2021
INV-015648,2022-06-21,Product_46,Toys,North,Customer_734,44,422.35,0.04,Credit Card,Salesperson_24,17840.06,10202.68,7637.38,6,2,2022
INV-013547,2020-08-29,Product_36,Toys,East,Customer_142,19,345.16,0.29,Bank Transfer,Salesperson_66,4656.21,4173.42,482.79,8,3,2020
INV-016837,2020-12-02,Product_21,Toys,South,Customer_956,25,447.32,0.05,Cash,Salesperson_15,10623.85,6420.36,4203.49,12,4,2020
INV-037596,2021-09-11,Product_36,Clothing,West,Customer_642,42,402.13,0.14,Bank Transfer,Salesperson_81,14524.94,10081.72,4443.22,9,3,2021
INV-012336,2020-07-29,Product_9,Electronics,West,Customer_791,35,125.75,0.11,Debit Card,Salesperson_98,3917.11,2078.84,1838.27,7,3,2020
INV-022559,2022-09-19,Product_35,Home & Garden,North,Customer_130,3,155.02,0.16,Credit Card,Salesperson_42,390.65,308.12,82.53,9,3,2022
INV-003094,2021-02-14,Product_49,Toys,North,Customer_425,19,353.66,0.01,Debit Card,Salesperson_45,6652.34,3791.12,2861.22,2,1,2021
INV-010470,2019-08-17,Product_3,Clothing,West,Customer_237,39,290.9,0.18,Cash,Salesperson_60,9302.98,5706.08,3596.9,8,3,2019
INV-011894,2021-03-09,Product_16,Clothing,West,Customer_105,7,490.0,0.07,Debit Card,Salesperson_99,3189.9,1643.76,1546.14,3,1,2021
INV-003453,2019-02-27,Product_10,Home & Garden,Central,Customer_749,16,27.69,0.25,Credit Card,Salesperson_42,332.28,225.91,106.37,2,1,2019
INV-028721,2018-05-09,Product_15,Electronics,East,Customer_217,30,346.34,0.28,Debit Card,Salesperson_17,7480.94,5979.62,1501.32,5,2,2018
INV-002459,2019-04-03,Product_21,Clothing,South,Customer_671,19,451.25,0.2,Bank Transfer,Salesperson_46,6859.0,5053.55,1805.45,4,2,2019
INV-022631,2022-07-09,Product_33,Sports,South,Customer_615,26,461.44,0.19,Bank Transfer,Salesperson_83,9717.93,4825.4,4892.53,7,3,2022
INV-021951,2018-11-29,Product_35,Home & Garden,Central,Customer_682,45,67.4,0.25,PayPal,Salesperson_54,2274.75,1693.08,581.67,11,4,2018
INV-009065,2020-12-22,Product_10,Clothing,Central,Customer_897,39,152.81,0.1,Cash,Salesperson_87,5363.63,2656.03,2707.6,12,4,2020
INV-009389,2020-07-06,Product_24,Toys,South,Customer_742,34,-186.52,0.04,Bank Transfer,Salesperson_77,-6088.01,2960.75,3127.26,7,3,2020
INV-033809,2019-11-17,Product_5,Home & Garden,South,Customer_534,3,120.72,0.21,Cash,Salesperson_26,286.11,237.4,48.71,11,4,2019
INV-024289,2021-03-30,Product_43,Clothing,South,Customer_837,40,387.05,0.09,Debit Card,Salesperson_56,14088.62,6991.99,7096.63,3,1,2021
INV-003583,2021-02-18,Product_7,Sports,East,Customer_661,41,463.03,0.07,Bank Transfer,Salesperson_56,17655.33,10697.48,6957.85,2,1,2021
INV-033079,2019-01-25,Product_44,Toys,East,Customer_326,19,248.01,0.13,Cash,Salesperson_94,4099.61,2553.4,1546.21,1,1,2019
INV-010173,2021-03-15,Product_47,Home & Garden,West,Customer_718,15,323.57,0.04,Bank Transfer,Salesperson_16,4659.41,2812.77,1846.64,3,1,2021
INV-046409,2022-08-27,Product_5,Home & Garden,East,Customer_838,44,132.82,0.17,Debit Card,Salesperson_66,4850.59,2829.65,2020.94,8,3,2022
INV-022740,2018-07-07,Product_28,Toys,East,Customer_762,24,368.4,0.2,Cash,Salesperson_23,7073.28,4086.93,2986.35,7,3,2018
INV-042785,2018-05-08,Product_12,Clothing,Central,Customer_455,20,398.77,0.09,Credit Card,Salesperson_74,7257.61,5120.26,2137.35,5,2,2018
INV-017494,2022-12-27,Product_4,Sports,North,Customer_389,41,481.17,0.06,Debit Card,Salesperson_38,18544.29,8465.32,10078.97,12,4,2022
INV-012406,2018-06-14,Product_16,Sports,East,Customer_26,3,111.46,0.1,PayPal,Salesperson_13,300.94,170.28,130.66,6,2,2018
INV-040303,2022-03-17,Product_20,Toys,South,Customer_481,8,127.87,0.21,Bank Transfer,Salesperson_44,808.14,606.5,201.64,3,1,2022
INV-047321,2021-06-11,Product_11,Sports,,Customer_158,5,475.49,0.18,Bank Transfer,Salesperson_13,1949.51,989.6,959.91,6,2,2021
INV-019621,2019-03-26,Product_46,Toys,Central,Customer_914,27,91.19,0.3,Credit Card,Salesperson_1,1723.49,1576.6,146.89,3,1,2019
INV-020296,2021-11-26,Product_46,Sports,North,Customer_99,10,288.82,0.12,Bank Transfer,Salesperson_86,2541.62,1183.54,1358.08,11,4,2021
INV-042507,2020-08-09,Product_49,Toys,West,Customer_758,27,297.41,0.29,PayPal,Salesperson_95,5701.35,3890.81,1810.54,8,3,2020
INV-010079,2021-08-23,Product_2,Electronics,North,Customer_467,39,163.03,0.24,Credit Card,Salesperson_70,4832.21,3892.4,939.81,8,3,2021
INV-028529,2022-05-04,Product_6,Electronics,,Customer_61,20,368.47,0.02,Credit Card,Salesperson_52,7222.01,4435.87,2786.14,5,2,2022
INV-030746,2021-08-17,Product_28,Home & Garden,North,Customer_634,14,21.33,0.2,PayPal,Salesperson_36,238.9,140.94,97.96,8,3,2021
INV-027644,2022-07-03,Product_46,Home & Garden,North,Customer_600,9,270.55,0.09,Credit Card,Salesperson_88,2215.8,1054.72,1161.08,7,3,2022
INV-014817,2021-03-24,Product_35,Electronics,East,Customer_670,28,45.52,0.02,PayPal,Salesperson_29,1249.07,713.62,535.45,3,1,2021
INV-041486,2021-04-18,Product_33,Sports,East,Customer_125,3,256.42,0.16,Bank Transfer,Salesperson_49,646.18,380.6,265.58,4,2,2021
INV-031121,2022-10-09,Product_10,Toys,East,Customer_418,3,384.04,0.14,Debit Card,Salesperson_68,990.82,484.63,506.19,10,4,2022
INV-000985,2022-01-01,Product_20,Home & Garden,North,Customer_561,39,217.89,0.14,Cash,Salesperson_63,7308.03,5040.11,2267.92,1,1,2022
INV-006598,2022-01-15,Product_7,Home & Garden,Central,Customer_553,28,160.86,0.1,PayPal,Salesperson_7,4053.67,2176.95,1876.72,1,1,2022
INV-020482,2022-10-21,Product_20,Electronics,North,Customer_201,25,466.03,0.07,Bank Transfer,Salesperson_77,10835.2,4949.27,5885.93,10,4,2022
INV-048798,2018-04-04,Product_14,Sports,Central,Customer_923,5,341.7,0.16,Bank Transfer,Salesperson_98,1435.14,1150.59,284.55,4,2,2018
INV-037194,2021-06-22,Product_10,Clothing,East,Customer_824,29,270.32,0.28,Cash,Salesperson_49,5644.28,4972.84,671.44,6,2,2021
INV-026830,2022-02-04,Product_38,Toys,Central,Customer_675,18,124.7,0.18,Credit Card,Salesperson_31,1840.57,1248.75,591.82,2,1,2022
INV-016727,2018-02-08,Product_33,Electronics,West,Customer_315,6,23.58,0.26,Debit Card,Salesperson_3,104.7,62.13,42.57,2,1,2018
INV-013269,2020-11-16,Product_37,Sports,North,Customer_367,3,465.21,0.19,Credit Card,Salesperson_38,1130.46,737.07,393.39,11,4,2020
INV-034295,2018-04-08,Product_15,Electronics,North,Customer_911,15,458.45,0.25,Cash,Salesperson_84,5157.56,3495.01,1662.55,4,2,2018
INV-045963,2020-10-18,Product_33,Electronics,East,Customer_467,42,176.5,0.15,Bank Transfer,Salesperson_41,6301.05,3816.29,2484.76,10,4,2020
INV-005733,2019-03-26,Product_16,Sports,Central,Customer_273,41,231.3,0.13,Cash,Salesperson_94,8250.47,5620.64,2629.83,3,1,2019
INV-019554,2019-10-29,Product_31,Electronics,Central,Customer_927,27,157.11,0.2,PayPal,Salesperson_6,3393.58,1738.29,1655.29,10,4,2019
INV-010740,2020-05-24,Product_12,Sports,Central,Customer_548,6,268.23,0.2,Bank Transfer,Salesperson_72,1287.5,676.17,611.33,5,2,2020
INV-040514,2022-06-22,Product_21,Toys,Central,Customer_63,37,195.32,0.1,Debit Card,Salesperson_24,6504.16,2963.28,3540.88,6,2,2022
INV-043746,2018-09-04,Product_8,Home & Garden,East,Customer_699,5,408.28,0.25,Bank Transfer,Salesperson_25,1531.05,1407.09,123.96,9,3,2018
INV-018360,2022-09-21,Product_9,Clothing,West,Customer_693,30,242.73,0.13,Debit Card,Salesperson_80,6335.25,4726.77,1608.48,9,3,2022
INV-002310,2021-05-05,Product_39,Electronics,North,Customer_499,28,199.24,0.03,Bank Transfer,Salesperson_89,5411.36,2252.05,3159.31,5,2,2021
INV-049457,2018-01-18,Product_9,Home & Garden,North,Customer_862,7,119.22,0.25,Debit Card,Salesperson_68,625.9,406.06,219.84,1,1,2018
INV-022301,2019-04-25,Product_4,Toys,North,Customer_118,6,308.06,0.25,Debit Card,Salesperson_51,1386.27,770.34,615.93,4,2,2019
INV-005935,2018-08-06,Product_27,Toys,West,Customer_83,28,456.33,0.05,Debit Card,Salesperson_34,12138.38,5564.13,6574.25,8,3,2018
INV-016477,2022-10-17,Product_6,Electronics,South,Customer_285,37,449.94,0.24,PayPal,Salesperson_49,12652.31,11282.88,1369.43,10,4,2022
INV-010495,2022-11-12,Product_25,Home & Garden,East,Customer_385,15,206.74,0.29,Debit Card,Salesperson_36,2201.78,1615.51,586.27,11,4,2022
INV-024460,2018-12-31,,Home & Garden,North,Customer_873,30,140.09,0.27,PayPal,Salesperson_78,3067.97,2635.49,432.48,12,4,2018
INV-022015,2019-05-26,Product_16,Home & Garden,North,Customer_1000,37,98.11,0.01,Bank Transfer,Salesperson_51,3593.77,1754.32,1839.45,5,2,2019
INV-015809,2021-07-07,Product_45,Clothing,West,Customer_301,40,197.56,0.19,Bank Transfer,Salesperson_91,6400.94,4824.44,1576.5,7,3,2021
INV-049714,2018-09-12,Product_12,Sports,South,Customer_876,29,147.52,0.11,Debit Card,Salesperson_3,3807.49,2303.88,1503.61,9,3,2018
INV-027259,2019-09-22,Product_37,Electronics,West,Customer_792,10,265.83,0.06,Credit Card,Salesperson_49,2498.8,1361.63,1137.17,9,3,2019
INV-049438,2021-04-03,Product_10,Toys,West,Customer_327,17,41.16,0.28,Cash,Salesperson_2,503.8,464.4,39.4,4,2,2021
INV-000021,2021-08-13,Product_28,Electronics,East,Customer_767,22,192.5,0.28,PayPal,Salesperson_94,3049.2,1898.63,1150.57,8,3,2021
INV-014893,2018-06-16,Product_32,Electronics,East,Customer_264,18,239.81,0.1,Debit Card,Salesperson_83,3884.92,1916.65,1968.27,6,2,2018
INV-008927,2020-09-13,Product_41,Home & Garden,East,Customer_906,40,66.13,0.27,Cash,Salesperson_3,1931.0,1494.87,436.13,9,3,2020
INV-000043,2021-08-19,Product_9,Electronics,West,Customer_635,5,415.6,0.11,Bank Transfer,Salesperson_14,1849.42,850.17,999.25,8,3,2021
INV-012526,2018-07-07,Product_5,Sports,North,Customer_332,10,279.69,0.22,Bank Transfer,Salesperson_82,2181.58,1739.07,442.51,7,3,2018
INV-043847,2022-07-15,Product_44,Sports,West,Customer_863,19,258.86,0.08,Credit Card,Salesperson_38,4524.87,2991.13,1533.74,7,3,2022
INV-022967,2020-12-17,Product_7,Clothing,North,Customer_412,4,474.65,0.09,Bank Transfer,Salesperson_78,1727.73,1112.1,615.63,12,4,2020
INV-026966,2021-09-10,Product_18,Toys,Central,Customer_511,45,246.15,0.02,Bank Transfer,Salesperson_56,10855.22,5614.56,5240.66,9,3,2021
INV-040439,2021-04-25,Product_11,Clothing,East,Customer_413,45,124.6,0.18,Debit Card,Salesperson_58,4597.74,2810.62,1787.12,4,2,2021
INV-029530,2021-06-02,Product_41,Electronics,West,Customer_30,39,205.62,0.03,Debit Card,Salesperson_89,7778.6,4326.43,3452.17,6,2,2021
INV-042409,2022-09-03,Product_7,Sports,North,Customer_8,31,303.64,0.09,Credit Card,Salesperson_2,8565.68,4834.47,3731.21,9,3,2022
INV-026451,2019-01-25,Product_25,Electronics,West,Customer_130,29,417.45,0.23,Debit Card,Salesperson_28,9321.66,8388.54,933.12,1,1,2019
INV-030606,2018-08-23,Product_11,Toys,Central,Customer_235,10,194.41,0.16,PayPal,Salesperson_13,1633.04,1325.72,307.32,8,3,2018
INV-021632,2020-09-17,Product_46,Sports,East,Customer_87,36,256.87,0.08,Bank Transfer,Salesperson_68,8507.53,6253.33,2254.2,9,3,2020
INV-040549,2022-09-04,Product_12,Electronics,West,Customer_386,38,158.41,0.3,Cash,Salesperson_82,4213.71,3673.16,540.55,9,3,2022
INV-039350,2020-04-06,Product_23,Sports,North,Customer_493,36,280.86,0.2,Credit Card,Salesperson_69,8088.77,4533.16,3555.61,4,2,2020
INV-020217,2019-06-12,Product_15,Toys,North,Customer_427,20,481.98,0.2,Cash,Salesperson_96,7711.68,5131.15,2580.53,6,2,2019
INV-010743,2020-09-14,Product_46,Toys,North,Customer_899,18,368.52,0.26,Cash,Salesperson_34,4908.69,3482.46,1426.23,9,3,2020
INV-000186,2021-06-08,Product_24,Electronics,North,Customer_311,41,464.07,0.18,Bank Transfer,Salesperson_94,15602.03,11222.47,4379.56,6,2,2021
INV-049890,2018-05-28,Product_5,Clothing,East,Customer_645,42,76.17,0.03,Cash,Salesperson_33,3103.17,1740.14,1363.03,5,2,2018
INV-008344,2019-05-04,Product_43,Sports,North,Customer_171,17,219.35,0.21,Bank Transfer,Salesperson_48,2945.87,1916.47,1029.4,5,2,2019
INV-043097,2018-08-03,Product_44,Electronics,North,Customer_374,9,136.9,0.1,PayPal,Salesperson_90,1108.89,859.58,249.31,8,3,2018
INV-005067,2019-05-17,Product_1,Sports,North,Customer_665,21,215.68,0.13,Cash,Salesperson_6,3940.47,2923.36,1017.11,5,2,2019
INV-020831,2021-11-19,Product_22,Toys,East,Customer_232,5,414.54,0.29,Bank Transfer,Salesperson_60,1471.62,1410.47,61.15,11,4,2021
INV-020366,2021-08-26,Product_34,Sports,South,Customer_971,1,399.21,0.28,PayPal,Salesperson_81,287.43,169.65,117.78,8,3,2021
INV-048304,2022-03-29,Product_31,Toys,West,Customer_363,24,204.41,0.14,Cash,Salesperson_10,4219.02,2562.81,1656.21,3,1,2022
INV-001396,2021-02-24,Product_32,Toys,North,Customer_812,36,311.64,0.21,Cash,Salesperson_88,8863.04,7767.96,1095.08,2,1,2021
INV-024146,2018-12-22,Product_6,Clothing,South,Customer_543,41,458.93,0.27,Cash,Salesperson_64,13735.77,10691.12,3044.65,12,4,2018
INV-011847,2019-11-12,Product_19,Clothing,,Customer_932,9,495.19,0.28,Debit Card,Salesperson_74,3208.83,2726.35,482.48,11,4,2019
INV-040559,2018-12-10,,Clothing,South,Customer_198,33,431.78,0.16,Cash,Salesperson_64,11968.94,9921.81,2047.13,12,4,2018
INV-029919,2020-03-28,Product_43,Home & Garden,West,Customer_140,21,384.44,0.17,Bank Transfer,Salesperson_6,6700.79,3839.44,2861.35,3,1,2020
INV-015482,2020-03-21,Product_4,Clothing,East,Customer_323,11,143.57,0.07,Cash,Salesperson_31,1468.72,764.98,703.74,3,1,2020
INV-033112,2019-11-30,,Clothing,South,Customer_268,33,204.28,0.21,Cash,Salesperson_72,5325.58,4251.76,1073.82,11,4,2019
INV-030491,2019-10-11,Product_50,Electronics,North,Customer_580,22,270.0,0.18,Bank Transfer,Salesperson_70,4870.8,3987.24,883.56,10,4,2019
INV-039617,2018-04-03,Product_26,Home & Garden,North,Customer_124,7,312.87,0.13,Debit Card,Salesperson_55,1905.38,1232.8,672.58,4,2,2018
INV-020992,2020-02-20,Product_3,Sports,East,Customer_669,39,55.79,0.11,Bank Transfer,Salesperson_57,1936.47,1050.21,886.26,2,1,2020
INV-000046,2019-06-20,Product_19,Toys,North,Customer_344,4,41.06,0.12,Cash,Salesperson_32,144.53,88.02,56.51,6,2,2019
INV-046362,2019-04-28,Product_45,Toys,East,Customer_887,23,162.13,0.03,PayPal,Salesperson_83,3617.12,2256.73,1360.39,4,2,2019
INV-015049,2022-11-10,Product_16,Clothing,South,Customer_869,9,387.4,0.08,Bank Transfer,Salesperson_95,3207.67,2231.68,975.99,11,4,2022
INV-011564,2018-12-01,Product_38,Sports,Central,Customer_580,16,480.46,0.08,PayPal,Salesperson_49,7072.37,4012.41,3059.96,12,4,2018
INV-004868,2019-06-29,Product_3,Clothing,West,Customer_631,11,372.37,0.18,PayPal,Salesperson_34,3358.78,2502.48,856.3,6,2,2019
INV-028117,2021-08-28,Product_1,Sports,North,Customer_886,38,323.93,0.14,Bank Transfer,Salesperson_24,10586.03,7351.02,3235.01,8,3,2021
INV-006077,2018-08-08,Product_15,Home & Garden,North,Customer_395,26,246.47,0.29,Credit Card,Salesperson_21,4549.84,4421.94,127.9,8,3,2018
INV-019166,2020-09-30,Product_12,Home & Garden,Central,Customer_215,36,395.4,0.01,Credit Card,Salesperson_9,14092.06,7086.02,7006.04,9,3,2020
INV-048368,2018-05-15,Product_40,Electronics,South,Customer_709,33,476.6,0.18,PayPal,Salesperson_58,12896.8,9077.47,3819.33,5,2,2018
INV-031842,2022-10-01,Product_35,Toys,North,Customer_444,9,19.26,0.21,Debit Card,Salesperson_41,136.94,106.81,30.13,10,4,2022
INV-018531,2022-02-20,Product_26,Home & Garden,North,Customer_325,14,264.46,0.29,Bank Transfer,Salesperson_51,2628.73,2537.71,91.02,2,1,2022
INV-008411,2020-07-27,Product_28,Home & Garden,North,Customer_801,7,345.1,0.22,Bank Transfer,Salesperson_67,1884.25,1074.4,809.85,7,3,2020
INV-045694,2019-11-23,Product_48,Sports,North,Customer_186,48,82.56,0.15,Credit Card,Salesperson_85,3368.45,2313.15,1055.3,11,4,2019
INV-033415,2018-07-29,Product_22,Electronics,West,Customer_961,24,354.79,0.26,Cash,Salesperson_69,6301.07,3702.34,2598.73,7,3,2018
INV-046278,2020-10-20,Product_15,Clothing,West,Customer_53,25,460.27,0.12,Debit Card,Salesperson_38,10125.94,5246.21,4879.73,10,4,2020
INV-014496,2018-11-14,Product_7,Clothing,East,Customer_743,6,168.05,0.05,Debit Card,Salesperson_51,957.88,586.46,371.42,11,4,2018
INV-002780,2018-05-02,Product_45,Home & Garden,South,Customer_48,4,244.85,0.23,Cash,Salesperson_74,754.14,537.89,216.25,5,2,2018
INV-002176,2019-10-14,Product_35,Toys,North,Customer_615,2,456.27,0.12,Cash,Salesperson_64,803.04,378.39,424.65,10,4,2019
INV-011742,2021-08-23,Product_13,Electronics,West,Customer_92,21,335.67,0.01,Bank Transfer,Salesperson_48,6978.58,3958.62,3019.96,8,3,2021
INV-039042,2019-06-10,,Electronics,Central,Customer_775,26,338.49,0.19,Debit Card,Salesperson_20,7128.6,3582.41,3546.19,6,2,2019
INV-009350,2018-02-12,Product_41,Sports,South,Customer_92,42,425.14,0.12,,Salesperson_10,15713.17,12299.63,3413.54,2,1,2018
INV-018739,2021-03-16,Product_32,Home & Garden,North,Customer_863,28,405.89,0.01,Bank Transfer,Salesperson_33,11251.27,7933.33,3317.94,3,1,2021
INV-007274,2020-09-10,Product_43,Clothing,South,Customer_405,22,435.18,0.18,Credit Card,Salesperson_34,7850.65,4564.41,3286.24,9,3,2020
INV-024264,2020-11-18,Product_40,Sports,Central,Customer_876,27,109.36,0.26,PayPal,Salesperson_87,2185.01,1343.26,841.75,11,4,2020
INV-033698,2020-05-19,Product_3,Toys,East,Customer_358,2,368.56,0.3,Debit Card,Salesperson_45,515.98,326.65,189.33,5,2,2020
INV-047851,2022-08-16,Product_17,Clothing,North,Customer_100,14,207.61,0.21,Credit Card,Salesperson_95,2296.17,1475.9,820.27,8,3,2022
INV-011380,2020-08-05,Product_47,Toys,East,Customer_72,23,210.38,0.09,Bank Transfer,Salesperson_23,4403.25,2956.12,1447.13,8,3,2020
INV-033348,2021-11-27,Product_43,Home & Garden,North,Customer_805,44,210.39,0.12,Bank Transfer,Salesperson_33,8146.3,4086.17,4060.13,11,4,2021
INV-003390,2018-06-20,Product_38,Sports,South,Customer_99,30,280.39,0.16,Credit Card,Salesperson_50,7065.83,4459.7,2606.13,6,2,2018
INV-041207,2022-07-23,Product_15,Home & Garden,South,Customer_434,23,321.45,0.1,Credit Card,Salesperson_16,6654.02,5168.42,1485.6,7,3,2022
INV-010660,2022-12-18,Product_9,Electronics,East,Customer_328,35,376.75,0.19,PayPal,Salesperson_58,10680.86,7859.31,2821.55,12,4,2022
INV-022494,2018-03-08,Product_23,Sports,North,Customer_923,8,115.39,0.09,Credit Card,Salesperson_82,840.04,494.87,345.17,3,1,2018
INV-036489,2021-08-03,Product_6,Clothing,South,Customer_122,44,73.54,0.2,Credit Card,Salesperson_45,2588.61,1659.86,928.75,8,3,2021
INV-005286,2019-10-18,Product_12,Home & Garden,North,Customer_510,42,26.63,0.05,Credit Card,Salesperson_76,1062.54,630.84,431.7,10,4,2019
INV-006187,2019-10-04,Product_16,Toys,North,Customer_514,31,37.28,0.16,Credit Card,Salesperson_19,970.77,611.83,358.94,10,4,2019
INV-011767,2022-04-19,Product_6,Home & Garden,West,Customer_214,31,118.74,0.17,Cash,Salesperson_65,3055.18,2181.94,873.24,4,2,2022
